StrNumber|139|Name|CENTRO COLONIAL|item.StockingLocationID|9834ea45-d57f-420d-bb3d-9748d7e8cafb
StrNumber|140|Name|CEM III - NUEVO MUNDO|item.StockingLocationID|b7fd440d-3e9d-4d78-8815-2b67bb89c5f3
StrNumber|141|Name|CASA CLUB LAS TORRES|item.StockingLocationID|597638d8-d18b-45a0-a0f4-5d7664db651b
StrNumber|142|Name|CAMPOSANTO ANGELES|item.StockingLocationID|082a064d-c56b-4c13-a178-afee5f63b061
StrNumber|143|Name|C.R.PLAZA SANTIAGO|item.StockingLocationID|8f20545e-4438-47b3-b87d-27fa277a9b96
StrNumber|144|Name|BELLOTA II|item.StockingLocationID|72b2bc3e-5514-4e1c-8236-5105487e9269
StrNumber|145|Name|BARRANCO ESCALERA Y SOP.VOLADI|item.StockingLocationID|bf0ff435-4c54-4a7b-9aba-8d7fec78a792
StrNumber|146|Name|AURORA SELECT|item.StockingLocationID|e77b9458-514d-41d5-bbc7-aea321896a25
StrNumber|147|Name|AULARIO UNIVERSIDAD DE PIURA|item.StockingLocationID|b2b05062-bb98-403b-a8a4-961b39a27ec2
StrNumber|148|Name|ASTILLERO NAVAL|item.StockingLocationID|cb954a7a-bca2-4c20-8254-0185824f66b4
StrNumber|149|Name|AMPLIA.ALMACEN KMMP|item.StockingLocationID|14f94dd5-ce52-4932-8f34-080917ed508a
StrNumber|150|Name|AMP SEDE CENTRAL MEF MURO PANT|item.StockingLocationID|6a754ffa-9ee1-4bb1-bfa7-479e852b34dc
StrNumber|151|Name|ALMACEN DE PRODUCTO TERMINADO|item.StockingLocationID|d4e861c3-22bc-422f-86ad-ddc6d2d01952
StrNumber|152|Name|ALMAC.PRODUCTO TERMI|item.StockingLocationID|c254c227-afe3-4bdf-944e-381806a8f185
StrNumber|153|Name|ALAMEDA DEL SUR MURO PANTALLA|item.StockingLocationID|c791b220-224d-45fe-829e-89397bd7e802
StrNumber|154|Name|1830-EDIFICIO REAL 2|item.StockingLocationID|410a6683-71ec-42a9-acec-42a1dfc8fd0f
